,avg_tem,avg_hum,avg_dew,max_tem,min_tem,max_hum,min_hum,max_hea,Month,date_obj,Year,dep_dew,ran_dew
241,58.1,41.0,28.1,76.7,36.3,87.0,13.0,76.3,9,2010-09-01,2010,30.0,99.03999999999999
242,53.9,48.0,34.1,63.1,43.5,62.0,35.0,63.1,9,2010-09-02,2010,19.799999999999997,61.32000000000001
243,53.3,44.0,29.0,73.7,30.9,85.0,20.0,75.8,9,2010-09-03,2010,24.299999999999997,98.2
244,62.4,31.0,26.4,83.0,38.0,66.0,11.0,80.3,9,2010-09-04,2010,36.0,96.8
245,66.9,21.0,23.3,79.4,49.8,38.0,10.0,77.7,9,2010-09-05,2010,43.60000000000001,71.68
246,56.2,24.0,15.2,65.3,41.5,57.0,6.0,67.4,9,2010-09-06,2010,41.0,74.16
247,53.5,27.0,15.5,75.7,27.1,58.0,8.0,75.2,9,2010-09-07,2010,38.0,98.60000000000001
248,59.5,49.0,38.1,74.6,45.2,85.0,24.0,78.7,9,2010-09-08,2010,21.4,83.35999999999999
249,58.1,49.0,33.5,74.6,39.3,93.0,16.0,79.1,9,2010-09-09,2010,24.6,95.02000000000001
250,56.0,28.0,22.7,63.7,48.0,45.0,18.0,63.7,9,2010-09-10,2010,33.3,57.42
251,56.4,24.0,16.6,73.0,38.5,45.0,9.0,73.5,9,2010-09-11,2010,39.8,79.46000000000001
252,58.5,22.0,15.6,75.6,36.2,52.0,10.0,75.0,9,2010-09-12,2010,42.9,86.52
253,56.5,31.0,22.4,78.3,35.9,63.0,11.0,77.0,9,2010-09-13,2010,34.1,93.12
254,59.4,29.0,21.7,79.3,36.6,68.0,8.0,77.6,9,2010-09-14,2010,37.7,96.3
255,60.4,28.0,23.7,78.4,43.5,50.0,8.0,77.0,9,2010-09-15,2010,36.7,82.02000000000001
256,59.2,37.0,26.1,79.6,36.6,81.0,10.0,77.8,9,2010-09-16,2010,33.1,100.56
257,59.1,29.0,22.2,80.3,38.5,61.0,9.0,78.3,9,2010-09-17,2010,36.900000000000006,92.52
258,57.6,40.0,26.9,81.6,36.8,70.0,8.0,79.3,9,2010-09-18,2010,30.700000000000003,99.12
259,63.3,34.0,24.1,83.2,36.5,76.0,5.0,80.6,9,2010-09-19,2010,39.199999999999996,104.26
260,65.1,31.0,31.2,78.6,45.8,57.0,18.0,78.5,9,2010-09-20,2010,33.89999999999999,78.84
261,62.8,50.0,42.3,73.3,37.9,84.0,36.0,77.7,9,2010-09-21,2010,20.5,84.68
262,58.6,51.0,38.6,73.3,45.4,84.0,27.0,78.0,9,2010-09-22,2010,20.0,80.42
263,60.5,23.0,22.3,72.1,52.0,32.0,13.0,74.4,9,2010-09-24,2010,38.2,58.94
264,61.2,24.0,22.2,73.9,43.9,57.0,14.0,75.2,9,2010-09-25,2010,39.0,77.48000000000002
265,57.8,40.0,28.5,82.0,34.3,78.0,12.0,79.6,9,2010-09-26,2010,29.299999999999997,103.46000000000001
266,62.1,30.0,27.5,79.8,45.1,58.0,12.0,78.1,9,2010-09-27,2010,34.6,83.26
267,58.9,38.0,27.6,83.5,34.7,80.0,11.0,80.8,9,2010-09-28,2010,31.299999999999997,105.64
268,65.4,25.0,26.3,77.2,51.3,57.0,11.0,76.8,9,2010-09-29,2010,39.10000000000001,74.46000000000001
269,53.1,54.0,34.6,71.5,34.9,87.0,22.0,78.5,9,2010-09-30,2010,18.5,92.0
270,53.8,46.0,30.6,72.3,34.7,77.0,16.0,77.3,10,2010-10-01,2010,23.199999999999996,91.56
271,49.6,57.0,33.8,65.9,32.4,86.0,30.0,78.0,10,2010-10-02,2010,15.800000000000004,85.66
272,52.7,41.0,25.0,76.1,34.1,80.0,12.0,76.2,10,2010-10-03,2010,27.700000000000003,98.47999999999999
273,54.5,38.0,27.3,70.4,35.2,64.0,19.0,76.3,10,2010-10-04,2010,27.2,83.4
274,53.9,46.0,31.1,71.7,34.9,79.0,21.0,76.7,10,2010-10-05,2010,22.799999999999997,89.68
275,50.7,74.0,42.4,63.9,43.1,89.0,44.0,63.9,10,2010-10-06,2010,8.300000000000004,69.0
276,55.6,52.0,35.0,72.5,37.2,90.0,19.0,77.7,10,2010-10-07,2010,20.6,92.86
277,48.8,47.0,28.9,59.5,38.6,82.0,21.0,59.5,10,2010-10-08,2010,19.9,74.86
278,46.9,40.0,23.4,53.9,42.3,50.0,27.0,53.9,10,2010-10-09,2010,23.5,51.88
279,48.3,52.0,31.2,58.1,42.3,80.0,36.0,58.1,10,2010-10-10,2010,17.099999999999998,63.64
280,48.5,54.0,29.4,65.5,31.9,86.0,19.0,75.2,10,2010-10-11,2010,19.1,89.72
281,41.8,78.0,35.4,46.8,35.6,90.0,58.0,46.8,10,2010-10-12,2010,6.399999999999999,54.72
282,41.3,73.0,31.9,58.4,26.7,93.0,31.0,58.4,10,2010-10-13,2010,9.399999999999999,86.02000000000001
283,47.6,52.0,24.9,69.5,27.3,92.0,15.0,73.8,10,2010-10-14,2010,22.700000000000003,101.92
284,54.6,29.0,19.8,68.5,35.2,64.0,15.0,72.8,10,2010-10-15,2010,34.8,82.94
285,48.2,42.0,24.9,62.9,32.5,80.0,24.0,62.9,10,2010-10-16,2010,23.300000000000004,82.56
286,45.8,55.0,26.9,65.8,27.0,87.0,20.0,74.9,10,2010-10-17,2010,18.9,94.92
287,40.0,74.0,31.9,48.6,32.4,93.0,50.0,48.6,10,2010-10-18,2010,8.100000000000001,63.68000000000001
288,41.3,66.0,27.8,61.6,25.8,94.0,24.0,61.6,10,2010-10-19,2010,13.499999999999996,93.0
289,44.3,50.0,24.0,62.8,27.2,86.0,21.0,62.8,10,2010-10-20,2010,20.299999999999997,91.0
290,44.0,59.0,27.9,64.3,25.4,88.0,22.0,64.3,10,2010-10-21,2010,16.1,94.66
291,41.3,86.0,37.3,46.2,35.8,93.0,70.0,46.2,10,2010-10-22,2010,4.0,50.68000000000001
292,44.9,57.0,30.1,51.6,39.3,93.0,40.0,51.6,10,2010-10-23,2010,14.799999999999997,63.38000000000001
293,44.9,54.0,29.2,49.6,39.5,68.0,44.0,49.6,10,2010-10-24,2010,15.7,50.74
294,36.6,62.0,24.3,48.6,27.0,91.0,34.0,48.6,10,2010-10-25,2010,12.3,74.12
295,28.9,50.0,11.9,34.4,23.8,86.0,31.0,34.4,10,2010-10-26,2010,17.0,62.39999999999999
296,30.4,37.0,7.0,36.2,26.0,50.0,25.0,36.2,10,2010-10-27,2010,23.4,51.2
297,40.0,23.0,1.0,57.2,17.7,49.0,7.0,57.2,10,2010-10-28,2010,39.0,86.62
298,53.4,22.0,14.7,61.0,47.4,30.0,10.0,61.0,10,2010-10-29,2010,38.7,52.8
299,53.1,29.0,20.7,64.0,44.2,56.0,14.0,64.0,10,2010-10-30,2010,32.400000000000006,66.92
300,43.0,51.0,25.6,50.4,35.8,88.0,31.0,50.4,10,2010-10-31,2010,17.4,67.12
301,41.1,47.0,21.0,52.2,27.6,75.0,26.0,52.2,11,2010-11-01,2010,20.1,74.24000000000001
302,44.7,47.0,23.9,69.0,28.4,76.0,22.0,75.9,11,2010-11-02,2010,20.800000000000004,92.03999999999999
303,40.6,65.0,28.9,56.2,27.3,89.0,38.0,56.2,11,2010-11-03,2010,11.700000000000003,79.26000000000002
304,36.4,57.0,19.0,55.6,22.1,91.0,17.0,55.6,11,2010-11-04,2010,17.4,92.14
305,48.3,30.0,17.2,62.7,27.6,59.0,18.0,62.7,11,2010-11-05,2010,31.099999999999998,81.86
306,54.4,28.0,20.0,69.6,34.0,59.0,13.0,72.9,11,2010-11-06,2010,34.4,84.16
307,44.5,43.0,22.4,58.7,31.3,66.0,24.0,58.7,11,2010-11-07,2010,22.1,74.52000000000001
308,49.9,29.0,16.9,65.2,32.0,60.0,15.0,72.1,11,2010-11-08,2010,33.0,81.4
309,31.3,61.0,18.8,40.8,24.4,85.0,40.0,40.8,11,2010-11-09,2010,12.5,64.6
310,28.5,54.0,12.4,36.8,20.3,88.0,26.0,36.8,11,2010-11-10,2010,16.1,70.82
311,23.9,86.0,20.3,28.1,14.8,89.0,78.0,28.1,11,2010-11-11,2010,3.599999999999998,49.260000000000005
312,26.3,56.0,11.2,39.8,10.2,87.0,21.0,39.8,11,2010-11-12,2010,15.100000000000001,85.36
313,26.2,60.0,13.3,34.7,21.4,82.0,33.0,34.7,11,2010-11-13,2010,12.899999999999999,62.94000000000001
314,28.0,49.0,10.8,34.4,16.5,85.0,36.0,34.4,11,2010-11-14,2010,17.2,67.53999999999999
315,30.0,60.0,17.4,40.4,24.5,82.0,31.0,40.4,11,2010-11-15,2010,12.600000000000001,66.26
316,31.2,63.0,19.7,36.8,27.6,91.0,45.0,36.8,11,2010-11-16,2010,11.5,57.75999999999999
317,30.5,44.0,10.7,36.6,19.4,63.0,28.0,36.6,11,2010-11-17,2010,19.8,61.800000000000004
318,43.0,22.0,6.5,50.1,35.9,28.0,18.0,50.1,11,2010-11-18,2010,36.5,49.8
319,44.6,18.0,3.4,53.1,32.8,33.0,12.0,53.1,11,2010-11-19,2010,41.2,59.86
320,46.9,19.0,6.4,55.0,40.1,43.0,13.0,55.0,11,2010-11-20,2010,40.5,57.7
321,34.2,64.0,22.5,44.8,23.5,89.0,36.0,44.8,11,2010-11-21,2010,11.700000000000003,72.38
322,23.4,51.0,7.4,27.9,20.0,85.0,32.0,27.9,11,2010-11-22,2010,15.999999999999998,58.98
323,30.3,32.0,2.4,41.3,20.5,57.0,15.0,41.3,11,2010-11-23,2010,27.900000000000002,67.92
324,15.8,47.0,-2.0,30.7,5.8,84.0,21.0,30.7,11,2010-11-24,2010,17.8,79.58
325,15.6,26.0,-13.3,23.5,5.0,35.0,17.0,23.5,11,2010-11-25,2010,28.9,56.980000000000004
326,29.9,40.0,8.2,39.9,10.4,48.0,31.0,39.9,11,2010-11-26,2010,21.7,67.62
327,37.7,25.0,3.6,47.0,24.1,39.0,15.0,47.0,11,2010-11-27,2010,34.1,63.540000000000006
328,32.4,35.0,4.9,42.3,23.8,76.0,17.0,42.3,11,2010-11-28,2010,27.5,71.74000000000001
329,20.1,37.0,-2.2,24.4,14.9,51.0,28.0,24.4,11,2010-11-29,2010,22.3,49.779999999999994
330,24.6,30.0,-3.4,32.6,14.3,47.0,15.0,32.6,11,2010-11-30,2010,28.0,61.82000000000001
331,42.2,39.0,18.2,48.8,36.4,58.0,28.0,48.8,12,2010-12-02,2010,24.000000000000004,55.2
332,44.8,31.0,15.9,46.2,42.3,41.0,28.0,46.2,12,2010-12-03,2010,28.9,40.580000000000005
333,31.3,62.0,18.0,46.0,21.8,89.0,28.0,46.0,12,2010-12-04,2010,13.3,78.16
334,28.8,67.0,18.9,43.1,18.8,86.0,45.0,43.1,12,2010-12-05,2010,9.900000000000002,71.06
335,34.3,62.0,21.4,48.1,18.1,87.0,27.0,48.1,12,2010-12-06,2010,12.899999999999999,83.6
336,34.3,40.0,12.0,46.2,23.0,60.0,23.0,46.2,12,2010-12-07,2010,22.299999999999997,68.52
337,40.4,26.0,7.4,49.2,23.9,41.0,15.0,49.2,12,2010-12-08,2010,33.0,66.66
338,39.6,37.0,14.9,44.0,29.5,57.0,25.0,44.0,12,2010-12-09,2010,24.700000000000003,58.019999999999996
339,35.9,47.0,17.5,43.4,28.1,85.0,32.0,43.4,12,2010-12-10,2010,18.4,66.38
340,25.2,41.0,4.6,29.0,17.0,57.0,31.0,29.0,12,2010-12-11,2010,20.6,53.36
341,34.8,50.0,17.4,46.7,16.7,66.0,31.0,46.7,12,2010-12-12,2010,17.4,74.6
342,45.8,27.0,13.6,53.2,42.6,42.0,16.0,53.2,12,2010-12-13,2010,32.199999999999996,51.96000000000001
343,46.3,26.0,12.3,52.2,42.1,41.0,18.0,52.2,12,2010-12-14,2010,34.0,50.379999999999995
344,34.1,55.0,18.5,44.3,22.9,88.0,27.0,44.3,12,2010-12-15,2010,15.600000000000001,75.36
345,20.2,62.0,8.5,29.1,10.5,84.0,33.0,29.1,12,2010-12-16,2010,11.7,68.96000000000001
346,15.7,73.0,8.5,24.1,10.0,83.0,53.0,24.1,12,2010-12-17,2010,7.199999999999999,56.9
347,29.7,61.0,17.5,38.9,11.1,83.0,40.0,38.9,12,2010-12-18,2010,12.2,75.28
348,36.5,71.0,27.8,41.8,32.3,93.0,52.0,41.8,12,2010-12-19,2010,8.7,56.260000000000005
349,33.9,83.0,29.2,37.5,28.1,92.0,54.0,37.5,12,2010-12-20,2010,4.699999999999999,55.08
350,25.0,79.0,19.3,28.7,22.3,87.0,54.0,28.7,12,2010-12-21,2010,5.699999999999999,50.28
351,25.1,84.0,20.8,39.2,17.7,90.0,68.0,39.2,12,2010-12-22,2010,4.300000000000001,61.42000000000001
352,32.9,71.0,24.0,46.0,19.2,92.0,44.0,46.0,12,2010-12-23,2010,8.899999999999999,76.08
353,24.4,80.0,18.7,38.2,14.1,89.0,57.0,38.2,12,2010-12-24,2010,5.699999999999999,67.62
354,24.1,63.0,10.7,51.4,8.4,86.0,17.0,51.4,12,2010-12-25,2010,13.400000000000002,99.84
355,35.4,40.0,11.2,51.7,16.5,77.0,15.0,51.7,12,2010-12-26,2010,24.2,89.52000000000001
356,31.4,34.0,5.9,36.9,27.6,50.0,24.0,36.9,12,2010-12-27,2010,25.5,50.66
357,31.7,28.0,1.1,41.5,18.0,51.0,17.0,41.5,12,2010-12-28,2010,30.599999999999998,67.74000000000001
358,35.5,37.0,10.5,39.3,32.8,50.0,15.0,39.3,12,2010-12-29,2010,25.0,51.1
359,17.5,71.0,9.3,33.4,-1.2,85.0,44.0,33.4,12,2010-12-30,2010,8.2,81.35999999999999
360,1.5,53.0,-12.5,5.4,-1.4,76.0,34.0,5.4,12,2010-12-31,2010,14.0,53.92
361,6.6,37.0,-14.4,13.1,1.5,46.0,30.0,13.1,1,2011-01-01,2011,21.0,49.36
362,20.5,37.0,-1.9,29.4,11.6,55.0,24.0,29.4,1,2011-01-02,2011,22.4,60.96
363,24.5,49.0,6.8,33.8,10.2,82.0,25.0,33.8,1,2011-01-03,2011,17.7,76.12
364,26.9,37.0,3.6,32.5,22.7,47.0,23.0,32.5,1,2011-01-04,2011,23.299999999999997,50.44
365,27.8,44.0,8.5,33.4,22.5,51.0,35.0,33.4,1,2011-01-05,2011,19.3,48.66
366,35.8,41.0,14.0,43.2,27.8,48.0,31.0,43.2,1,2011-01-06,2011,21.799999999999997,53.519999999999996
367,37.2,47.0,17.9,47.0,25.0,76.0,29.0,47.0,1,2011-01-07,2011,19.300000000000004,70.92
368,37.6,46.0,18.6,45.1,32.4,59.0,30.0,45.1,1,2011-01-08,2011,19.0,55.14
369,18.9,79.0,13.5,33.3,5.2,87.0,60.0,33.3,1,2011-01-09,2011,5.399999999999999,69.82
370,3.5,63.0,-6.9,13.5,-11.2,78.0,40.0,13.5,1,2011-01-10,2011,10.4,70.38
371,11.7,37.0,-10.3,20.6,3.5,54.0,22.0,20.6,1,2011-01-11,2011,22.0,60.620000000000005
372,24.0,45.0,5.2,34.7,-1.2,64.0,25.0,34.7,1,2011-01-12,2011,18.8,81.94
373,36.0,48.0,17.9,41.5,30.0,59.0,40.0,41.5,1,2011-01-13,2011,18.1,50.34
374,36.4,42.0,15.4,44.1,32.5,53.0,27.0,44.1,1,2011-01-14,2011,21.0,52.96
375,35.6,44.0,15.7,40.6,32.9,51.0,34.0,40.6,1,2011-01-15,2011,19.900000000000002,45.82
376,37.2,50.0,20.3,44.2,28.2,71.0,42.0,44.2,1,2011-01-16,2011,16.900000000000002,58.440000000000005
377,38.5,57.0,24.1,45.1,31.6,82.0,34.0,45.1,1,2011-01-17,2011,14.399999999999999,62.78
378,33.3,44.0,13.0,38.3,30.3,71.0,28.0,38.3,1,2011-01-18,2011,20.299999999999997,55.480000000000004
379,25.3,67.0,15.2,36.6,7.0,85.0,31.0,36.6,1,2011-01-19,2011,10.100000000000001,81.04
380,18.6,55.0,3.0,31.8,0.7,81.0,24.0,31.8,1,2011-01-20,2011,15.600000000000001,83.62
381,29.6,37.0,5.5,35.6,24.4,63.0,21.0,35.6,1,2011-01-21,2011,24.1,58.32000000000001
382,27.4,52.0,11.7,34.4,20.2,83.0,32.0,34.4,1,2011-01-22,2011,15.7,64.56
383,26.8,33.0,1.3,32.5,17.7,50.0,22.0,32.5,1,2011-01-23,2011,25.5,56.88
384,23.4,37.0,0.2,31.9,14.7,55.0,19.0,31.9,1,2011-01-24,2011,23.2,62.16
385,28.5,40.0,3.3,38.5,15.1,76.0,11.0,38.5,1,2011-01-25,2011,25.2,78.80000000000001
386,29.9,45.0,8.6,39.3,17.2,78.0,23.0,39.3,1,2011-01-26,2011,21.299999999999997,73.89999999999999
387,39.5,30.0,10.3,48.6,32.2,41.0,21.0,48.6,1,2011-01-27,2011,29.2,55.599999999999994
388,43.6,32.0,14.2,57.2,26.6,58.0,19.0,57.2,1,2011-01-28,2011,29.400000000000002,76.64
389,37.7,39.0,12.9,49.4,21.1,72.0,23.0,49.4,1,2011-01-29,2011,24.800000000000004,77.94
390,34.4,40.0,10.5,47.6,19.1,79.0,20.0,47.6,1,2011-01-30,2011,23.9,81.74000000000001
391,10.6,72.0,2.8,34.6,-5.9,86.0,33.0,34.6,1,2011-01-31,2011,7.8,91.58000000000001
392,-12.1,63.0,-21.1,-6.1,-23.6,70.0,52.0,-6.1,2,2011-02-01,2011,9.000000000000002,55.98
393,-11.9,60.0,-22.2,7.7,-27.7,73.0,35.0,7.7,2,2011-02-02,2011,10.299999999999999,81.08
394,10.0,69.0,1.6,32.1,-16.6,81.0,51.0,32.1,2,2011-02-03,2011,8.4,91.5
395,22.9,62.0,10.8,40.2,1.1,87.0,44.0,40.2,2,2011-02-04,2011,12.099999999999998,86.58000000000001
396,25.9,70.0,17.3,33.1,14.0,88.0,46.0,33.1,2,2011-02-05,2011,8.599999999999998,66.22
397,15.5,65.0,5.0,26.4,-1.8,85.0,32.0,26.4,2,2011-02-06,2011,10.5,79.28
398,21.5,65.0,11.0,34.9,-2.4,88.0,41.0,34.9,2,2011-02-07,2011,10.5,86.22
399,-0.4,72.0,-7.3,10.8,-13.0,79.0,61.0,10.8,2,2011-02-08,2011,6.8999999999999995,62.279999999999994
400,1.9,48.0,-14.8,19.9,-21.6,70.0,26.0,19.9,2,2011-02-09,2011,16.7,89.34
401,19.7,35.0,-3.7,28.3,11.9,43.0,28.0,28.3,2,2011-02-10,2011,23.4,53.8
402,27.7,40.0,6.2,34.3,21.8,45.0,33.0,34.3,2,2011-02-11,2011,21.5,48.81999999999999
403,36.0,30.0,6.7,44.9,28.1,43.0,18.0,44.9,2,2011-02-12,2011,29.3,57.8
404,43.4,20.0,4.4,51.0,31.3,34.0,14.0,51.0,2,2011-02-13,2011,39.0,58.900000000000006
405,36.0,32.0,4.2,52.8,16.1,68.0,10.0,52.8,2,2011-02-14,2011,31.8,89.58
406,44.8,19.0,4.3,54.0,35.5,36.0,10.0,54.0,2,2011-02-15,2011,40.5,59.86
407,44.6,22.0,6.6,49.6,40.6,37.0,14.0,49.6,2,2011-02-16,2011,38.0,49.28
408,28.3,61.0,15.5,42.1,23.0,86.0,27.0,42.1,2,2011-02-17,2011,12.8,72.34
409,30.3,55.0,13.4,44.1,14.8,83.0,16.0,44.1,2,2011-02-18,2011,16.9,85.42
410,39.3,47.0,19.1,51.0,28.5,88.0,24.0,51.0,2,2011-02-19,2011,20.199999999999996,77.53999999999999
411,28.1,45.0,8.7,32.5,23.8,92.0,28.0,32.5,2,2011-02-20,2011,19.400000000000002,63.739999999999995
412,26.6,36.0,3.0,33.2,21.8,46.0,28.0,33.2,2,2011-02-21,2011,23.6,49.88
413,31.6,24.0,-2.0,39.2,24.8,37.0,12.0,39.2,2,2011-02-22,2011,33.6,55.400000000000006
414,30.9,39.0,7.9,41.1,23.9,79.0,16.0,41.1,2,2011-02-23,2011,23.0,71.88000000000001
415,24.4,75.0,17.0,34.4,14.3,89.0,39.0,34.4,2,2011-02-24,2011,7.399999999999999,70.1
416,18.3,85.0,14.5,26.1,13.1,88.0,83.0,26.1,2,2011-02-25,2011,3.8000000000000007,46.800000000000004
417,31.1,64.0,19.5,35.9,26.3,88.0,34.0,35.9,2,2011-02-26,2011,11.600000000000001,61.04
418,33.5,33.0,7.0,39.5,27.3,53.0,21.0,39.5,2,2011-02-27,2011,26.5,55.72
419,36.0,27.0,4.3,44.6,26.3,44.0,17.0,44.6,2,2011-02-28,2011,31.7,60.019999999999996
420,31.4,68.0,20.3,37.2,26.6,90.0,30.0,37.2,3,2011-03-28,2011,11.099999999999998,64.2
421,37.0,42.0,15.9,44.6,29.2,53.0,28.0,44.6,3,2011-03-30,2011,21.1,56.400000000000006
422,45.6,45.0,24.7,53.5,39.1,65.0,27.0,53.5,3,2011-03-31,2011,20.900000000000002,60.08
423,34.6,38.0,11.2,43.1,29.4,47.0,25.0,43.1,4,2011-04-27,2011,23.400000000000002,53.620000000000005
424,44.2,24.0,7.9,55.8,33.1,50.0,9.0,55.8,4,2011-04-28,2011,36.300000000000004,69.46000000000001
425,37.0,57.0,21.8,49.0,24.7,89.0,27.0,49.0,4,2011-04-29,2011,15.2,78.62
426,29.7,34.0,4.5,38.4,22.1,54.0,20.0,38.4,4,2011-04-30,2011,25.2,60.540000000000006
427,28.7,55.0,13.0,38.1,22.4,88.0,26.0,38.1,5,2011-05-01,2011,15.7,70.02000000000001
428,29.8,58.0,15.4,43.8,12.4,85.0,28.0,43.8,5,2011-05-02,2011,14.4,83.92
429,44.4,28.0,12.6,54.8,35.5,50.0,19.0,54.8,5,2011-05-03,2011,31.799999999999997,62.459999999999994
430,42.9,41.0,19.4,51.4,33.6,80.0,18.0,51.4,5,2011-05-04,2011,23.5,72.12
431,46.0,25.0,8.7,62.6,27.5,52.0,9.0,62.6,5,2011-05-05,2011,37.3,82.58000000000001
432,56.0,20.0,14.6,66.6,35.8,44.0,2.0,72.9,5,2011-05-06,2011,41.4,77.91999999999999
433,54.9,32.0,22.0,71.7,33.7,67.0,12.0,73.7,5,2011-05-07,2011,32.9,89.80000000000001
434,55.7,26.0,14.6,72.0,33.1,65.0,8.0,72.4,5,2011-05-08,2011,41.1,91.41999999999999
435,55.9,24.0,17.7,68.4,43.6,52.0,12.0,73.0,5,2011-05-09,2011,38.2,71.2
436,48.5,31.0,16.7,60.7,38.5,54.0,12.0,60.7,5,2011-05-10,2011,31.8,69.32
437,34.6,88.0,31.2,42.8,32.5,94.0,55.0,42.8,5,2011-05-11,2011,3.400000000000002,56.33999999999999
438,39.7,68.0,29.1,48.0,32.5,92.0,44.0,48.0,5,2011-05-12,2011,10.600000000000001,64.78
439,48.8,51.0,30.0,59.3,32.7,91.0,23.0,59.3,5,2011-05-13,2011,18.799999999999997,83.07999999999998
440,33.3,86.0,29.6,38.6,27.5,92.0,71.0,38.6,5,2011-05-14,2011,3.6999999999999957,50.66
441,34.8,84.0,30.3,41.8,30.6,91.0,70.0,41.8,5,2011-05-15,2011,4.4999999999999964,50.76
442,46.1,68.0,35.6,62.7,33.7,87.0,38.0,62.7,5,2011-05-16,2011,10.5,78.64
443,43.0,69.0,32.1,59.9,31.9,92.0,25.0,59.9,5,2011-05-17,2011,10.899999999999999,84.12
444,36.0,89.0,33.1,40.8,32.5,93.0,79.0,40.8,5,2011-05-18,2011,2.8999999999999986,45.339999999999996
445,35.2,89.0,32.3,40.9,31.2,94.0,76.0,40.9,5,2011-05-19,2011,2.9000000000000057,48.17999999999999
446,39.8,69.0,29.4,51.3,30.0,94.0,36.0,51.3,5,2011-05-20,2011,10.399999999999999,74.18
447,46.0,55.0,30.7,53.2,38.5,70.0,41.0,53.2,5,2011-05-21,2011,15.3,57.14
448,54.8,37.0,28.4,65.3,46.5,48.0,23.0,75.6,5,2011-05-22,2011,26.4,59.8
449,50.1,59.0,35.4,63.3,42.5,80.0,25.0,63.3,5,2011-05-23,2011,14.700000000000003,72.6
450,42.9,73.0,34.0,51.1,32.1,91.0,44.0,51.1,5,2011-05-24,2011,8.899999999999999,67.91999999999999
451,48.6,51.0,30.1,59.5,42.3,83.0,27.0,59.5,5,2011-05-25,2011,18.5,69.36000000000001
452,51.3,51.0,28.5,68.4,33.2,92.0,16.0,73.8,5,2011-05-26,2011,22.799999999999997,94.56
453,47.5,57.0,32.2,55.1,40.3,84.0,38.0,55.1,5,2011-05-27,2011,15.299999999999997,63.36
454,45.0,78.0,38.3,49.1,39.6,90.0,64.0,49.1,5,2011-05-28,2011,6.700000000000003,50.86
455,52.3,76.0,44.2,65.6,43.1,94.0,46.0,79.1,5,2011-05-29,2011,8.099999999999994,71.78
456,46.6,50.0,26.7,54.4,38.2,93.0,17.0,54.4,5,2011-05-30,2011,19.900000000000002,75.56
457,52.3,28.0,18.2,68.8,40.6,54.0,10.0,73.7,5,2011-05-31,2011,34.099999999999994,76.03999999999999
458,55.6,39.0,26.6,76.1,35.5,71.0,12.0,76.1,6,2011-06-01,2011,29.0,93.84
459,59.6,34.0,24.7,77.6,38.1,75.0,10.0,76.7,6,2011-06-02,2011,34.900000000000006,94.9
460,53.8,34.0,24.8,63.5,41.2,70.0,15.0,63.5,6,2011-06-03,2011,28.999999999999996,74.1
461,54.6,58.0,38.6,70.8,35.5,87.0,33.0,79.1,6,2011-06-04,2011,16.0,86.74000000000001
462,60.8,42.0,29.4,78.1,38.3,91.0,11.0,78.6,6,2011-06-05,2011,31.4,100.6
463,61.8,36.0,30.8,78.5,39.2,76.0,13.0,78.4,6,2011-06-06,2011,30.999999999999996,93.97999999999999
464,62.1,17.0,15.2,71.6,46.4,31.0,9.0,72.8,6,2011-06-07,2011,46.900000000000006,65.11999999999999
465,55.1,45.0,33.1,66.2,38.8,86.0,26.0,78.7,6,2011-06-08,2011,22.0,81.0
466,51.8,80.0,45.6,62.1,44.1,93.0,55.0,62.1,6,2011-06-09,2011,6.199999999999996,63.67999999999999
467,53.2,59.0,38.2,65.5,38.3,91.0,32.0,79.0,6,2011-06-10,2011,15.0,80.44
468,55.2,52.0,33.6,74.9,35.2,91.0,12.0,78.7,6,2011-06-11,2011,21.6,100.14
469,58.6,37.0,24.3,75.6,37.3,87.0,7.0,78.8,6,2011-06-12,2011,34.3,99.1
470,57.2,35.0,27.0,74.0,37.6,77.0,11.0,78.1,6,2011-06-13,2011,30.200000000000003,92.16
471,57.6,34.0,26.7,69.4,41.9,66.0,15.0,74.2,6,2011-06-14,2011,30.900000000000002,77.86000000000001
472,58.1,36.0,26.8,77.8,34.9,80.0,11.0,77.0,6,2011-06-15,2011,31.3,99.74
473,61.4,40.0,35.7,75.4,45.2,75.0,19.0,78.4,6,2011-06-16,2011,25.699999999999996,82.36
474,53.1,58.0,37.4,61.6,43.3,89.0,35.0,61.6,6,2011-06-17,2011,15.700000000000003,69.74000000000001
475,54.9,52.0,35.4,65.2,41.6,91.0,25.0,77.1,6,2011-06-18,2011,19.5,79.36
476,52.1,69.0,41.0,66.3,44.2,91.0,27.0,79.2,6,2011-06-19,2011,11.100000000000001,77.14
477,51.2,67.0,39.6,63.1,41.8,91.0,41.0,63.1,6,2011-06-20,2011,11.600000000000001,71.30000000000001
478,57.1,42.0,32.5,68.3,45.8,69.0,25.0,77.6,6,2011-06-21,2011,24.6,70.34
479,58.6,50.0,37.2,76.1,38.5,86.0,18.0,78.8,6,2011-06-22,2011,21.4,94.07999999999998
480,59.1,54.0,39.9,77.6,40.5,89.0,20.0,79.1,6,2011-06-23,2011,19.200000000000003,93.94
481,62.7,46.0,36.6,80.1,40.6,89.0,13.0,79.2,6,2011-06-24,2011,26.1,98.85999999999999
482,64.0,36.0,30.3,79.9,41.5,88.0,10.0,78.6,6,2011-06-25,2011,33.7,98.48
