,avg_win,avg_gus,avg_dir,rfm,Month,aag,aaw,aar,aad
2378,5.5,8.2,98.0,0.06,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2379,9.4,13.7,92.0,0.06,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2380,8.3,12.0,99.0,0.08,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2381,7.4,11.9,98.0,0.08,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2382,6.4,10.3,108.0,0.08,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2383,2.7,4.4,108.0,0.1,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2384,2.4,4.2,114.0,0.1,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2385,1.3,2.5,98.0,0.23,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2386,3.0,5.0,94.0,0.26,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2387,11.4,16.8,99.0,0.26,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2388,10.7,16.0,96.0,0.26,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2389,3.4,5.5,98.0,0.3,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2390,9.6,14.3,19.0,0.56,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2391,9.2,13.2,57.0,0.57,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2392,1.9,3.6,105.0,0.57,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2393,7.7,11.1,25.0,0.57,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2394,3.3,5.4,92.0,0.57,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2395,2.1,3.5,86.0,0.65,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2396,8.1,12.0,70.0,0.67,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
2397,6.2,9.6,72.0,0.68,3,10.195283018867924,6.85377358490566,0.23933962264150943,215.90880503144655
